"H1","Label","Area","Perim."
"5","3:NI-ND-20","33277","694.423"
"6","3:NI-ND-25","33328","698.323"
"7","3:NI-ND-30","33370","699.151"
"8","3:NI-ND-35","33390","704.122"
"9","3:NI-ND-40","33391","695.495"
"10","3:NI-ND-45","33415","697.737"
"11","3:NI-ND-50","33414","691.938"
"12","3:NI-ND-55","33438","693.352"
"13","3:NI-ND-60","33457","694.181"
"1","30:M1-ND-00","38005","770.548"
"2","30:M1-ND-05","38077","769.377"
"3","30:M1-ND-10","38178","768.548"
"4","30:M1-ND-15","38195","754.507"
"5","30:M1-ND-20","38192","765.034"
"6","30:M1-ND-25","38199","767.963"
"7","30:M1-ND-30","38236","775.762"
"8","30:M1-ND-35","38287","759.235"
"9","30:M1-ND-40","38319","768.548"
"10","30:M1-ND-45","38342","770.690"
"11","30:M1-ND-50","38351","764.063"
"12","30:M1-ND-55","38389","772.933"
"13","30:M1-ND-60","38393","784.732"
"1","31:M1-ND-00","35598","737.335"
"2","31:M1-ND-05","35649","738.406"
"3","31:M1-ND-10","35638","735.536"
"4","31:M1-ND-15","35643","727.879"
"5","31:M1-ND-20","35646","732.264"
"6","31:M1-ND-25","35690","732.264"
"7","31:M1-ND-30","35665","732.021"
"8","31:M1-ND-35","35724","732.850"
"9","31:M1-ND-40","35779","730.465"
"10","31:M1-ND-45","35769","731.536"
"11","31:M1-ND-50","35799","730.950"
"12","31:M1-ND-55","35820","731.637"
"13","31:M1-ND-60","35983","737.294"
"1","32:M1-ND-00","34602","730.850"
"2","32:M1-ND-05","34616","722.507"
"3","32:M1-ND-10","34667","725.092"
"4","32:M1-ND-15","34678","722.507"
"5","32:M1-ND-20","34702","739.720"
"6","32:M1-ND-25","34740","727.578"
"7","32:M1-ND-30","34742","728.406"
"8","32:M1-ND-35","34790","718.708"
"9","32:M1-ND-40","34797","730.264"
"10","32:M1-ND-45","34812","725.921"
"11","32:M1-ND-50","34851","732.448"
"12","32:M1-ND-55","34884","722.950"
"1","33:M1-ND-00","35527","764.105"
"2","33:M1-ND-05","35558","758.891"
"3","33:M1-ND-10","35635","750.649"
"4","33:M1-ND-15","35660","755.134"
"5","33:M1-ND-20","35716","749.578"
"6","33:M1-ND-25","35696","748.021"
"7","33:M1-ND-30","35786","769.661"
"8","33:M1-ND-35","35838","753.477"
"9","33:M1-ND-40","35864","773.904"
"10","33:M1-ND-45","35957","753.963"
"11","33:M1-ND-50","35930","761.235"
"12","33:M1-ND-55","35958","759.134"
"1","34:M1-ND-00","29315","666.808"
"2","34:M1-ND-05","29315","666.323"
"3","34:M1-ND-10","29360","671.536"
"4","34:M1-ND-15","29324","670.808"
"5","34:M1-ND-20","29353","667.980"
"6","34:M1-ND-25","31851","696.021"
"7","34:M1-ND-30","31813","695.436"
"8","34:M1-ND-35","31783","696.607"
"1","35:M1-ND-00","35263","724.122"
"2","35:M1-ND-05","35218","723.879"
"3","35:M1-ND-10","35267","722.708"
"4","35:M1-ND-15","35269","715.252"
"5","35:M1-ND-20","35265","716.222"
"6","35:M1-ND-25","35279","718.222"
"7","35:M1-ND-30","35290","722.222"
"8","35:M1-ND-35","35290","721.637"
"9","35:M1-ND-40","35274","717.637"
"10","35:M1-ND-45","35278","719.737"
"11","35:M1-ND-50","35255","720.708"
"12","35:M1-ND-55","35284","719.051"
"13","35:M1-ND-60","35263","712.666"
"1","36:M1-ND-00","37652","744.992"
"2","36:M1-ND-05","37635","754.205"
"3","36:M1-ND-10","37629","747.720"
"4","36:M1-ND-15","37652","746.992"
"5","36:M1-ND-20","37668","753.519"
"6","36:M1-ND-25","37680","749.477"
"7","36:M1-ND-30","37711","747.477"
"8","36:M1-ND-35","37722","757.519"
"9","36:M1-ND-40","37755","753.134"
"10","36:M1-ND-45","37773","759.519"
"11","36:M1-ND-50","37787","752.306"
"12","36:M1-ND-55","37775","746.992"
"13","36:M1-ND-60","37778","751.377"
"1","37:M1-ND-00","37576","750.164"
"2","37:M1-ND-05","37582","744.264"
"3","37:M1-ND-10","37604","742.950"
"4","37:M1-ND-15","37658","754.306"
"5","37:M1-ND-20","37672","742.708"
"6","37:M1-ND-25","37717","747.092"
"7","37:M1-ND-30","37740","751.820"
"8","37:M1-ND-35","37717","750.891"
"9","37:M1-ND-40","37766","751.820"
"10","37:M1-ND-45","37745","755.235"
"11","37:M1-ND-50","37800","745.436"
"12","37:M1-ND-55","37810","747.921"
"1","38:M1-ND-00","32188","692.909"
"2","38:M1-ND-05","32012","683.110"
"3","38:M1-ND-10","31872","687.838"
"4","38:M1-ND-15","31806","683.352"
"5","38:M1-ND-20","31759","690.080"
"6","38:M1-ND-25","31697","688.666"
"7","38:M1-ND-30","31649","685.838"
"8","38:M1-ND-35","31643","689.838"
"9","38:M1-ND-40","31626","689.252"
"10","38:M1-ND-45","31600","680.039"
"11","38:M1-ND-50","31578","683.352"
"12","38:M1-ND-55","31568","686.666"
"1","39:M1-ND-00","32088","804.431"
"2","39:M1-ND-05","32065","806.389"
"3","39:M1-ND-10","32076","819.360"
"4","39:M1-ND-15","32099","819.016"
"5","39:M1-ND-20","32194","813.744"
"6","39:M1-ND-25","32049","785.904"
"7","39:M1-ND-30","32029","824.715"
"8","39:M1-ND-35","31967","842.472"
"9","39:M1-ND-40","32032","856.413"
"10","39:M1-ND-45","31966","847.401"
"11","39:M1-ND-50","31974","836.129"
"12","39:M1-ND-55","32027","820.230"
"1","4:NI-ND-00","38410","764.690"
"2","4:NI-ND-05","38397","768.347"
"3","4:NI-ND-10","38404","766.105"
"4","4:NI-ND-15","38415","775.904"
"5","4:NI-ND-20","38459","775.176"
"6","4:NI-ND-25","38449","771.075"
"7","4:NI-ND-30","38457","763.720"
"8","4:NI-ND-35","38470","769.418"
"9","4:NI-ND-40","38518","760.306"
"10","4:NI-ND-45","38528","760.791"
"11","4:NI-ND-50","38625","771.762"
"12","4:NI-ND-55","38591","770.004"
"1","40:M1-ND-00","35511","822.833"
"2","40:M1-ND-05","36768","859.845"
"3","40:M1-ND-10","37711","867.703"
"4","40:M1-ND-15","38818","892.531"
"5","40:M1-ND-20","39972","937.928"
"6","40:M1-ND-25","40619","952.756"
"7","40:M1-ND-30","41037","970.555"
"8","40:M1-ND-35","41341","963.342"
"9","40:M1-ND-40","41618","978.455"
"10","40:M1-ND-45","41891","975.928"
"11","40:M1-ND-50","42062","985.869"
"12","40:M1-ND-55","42213","990.070"
"13","40:M1-ND-60","42354","995.283"
"1","41:M1ex-ND-00","31556","679.495"
"2","41:M1ex-ND-05","31557","686.950"
"3","41:M1ex-ND-10","31466","676.909"
"4","41:M1ex-ND-15","31456","679.838"
"5","41:M1ex-ND-20","31559","687.838"
"6","41:M1ex-ND-25","31521","695.394"
"7","41:M1ex-ND-30","31535","690.808"
"8","41:M1ex-ND-35","31549","689.595"
"9","41:M1ex-ND-40","31480","694.323"
"10","41:M1ex-ND-45","31477","687.595"
"11","41:M1ex-ND-50","31438","696.808"
"12","41:M1ex-ND-55","31389","696.708"
"13","41:M1ex-ND-60","31383","699.536"
"1","42:NI-0Ca-00","33183","707.092"
"2","42:NI-0Ca-05","33172","704.607"
"3","42:NI-0Ca-10","33153","702.950"
"4","42:NI-0Ca-15","33158","699.879"
"5","42:NI-0Ca-20","33193","699.879"
"6","42:NI-0Ca-25","33183","709.678"
"7","42:NI-0Ca-30","33234","698.465"
"8","42:NI-0Ca-35","33231","704.708"
"9","42:NI-0Ca-40","33231","705.294"
"10","42:NI-0Ca-45","33250","702.222"
"11","42:NI-0Ca-50","33241","700.222"
"12","42:NI-0Ca-55","33258","704.122"
"13","42:NI-0Ca-60","33296","706.021"
"1","43:NI-0Ca-00","36188","730.365"
"2","43:NI-0Ca-05","36159","720.909"
"3","43:NI-0Ca-10","36168","726.222"
"4","43:NI-0Ca-15","36182","721.980"
"5","43:NI-0Ca-20","36174","729.536"
"6","43:NI-0Ca-25","36192","717.595"
"7","43:NI-0Ca-30","36209","722.566"
"8","43:NI-0Ca-35","36206","723.637"
"9","43:NI-0Ca-40","36201","723.394"
"10","43:NI-0Ca-45","36197","725.637"
"11","43:NI-0Ca-50","36213","722.566"
"12","43:NI-0Ca-55","36217","725.051"
"13","43:NI-0Ca-60","36246","726.708"
"1","44:NI-0Ca-00","41066","768.850"
"2","44:NI-0Ca-05","41071","773.921"
"3","44:NI-0Ca-10","41042","769.092"
"4","44:NI-0Ca-15","41070","774.063"
"5","44:NI-0Ca-20","41087","771.921"
"6","44:NI-0Ca-25","41081","767.193"
"7","44:NI-0Ca-30","41104","768.850"
"8","44:NI-0Ca-35","41081","774.164"
"9","44:NI-0Ca-40","41105","776.164"
"10","44:NI-0Ca-45","41125","770.607"
"11","44:NI-0Ca-50","41151","766.365"
"12","44:NI-0Ca-55","41152","772.850"
"13","44:NI-0Ca-60","41171","768.850"
"1","45:NI-0Ca-00","34597","717.294"
"2","45:NI-0Ca-05","34679","720.021"
"3","45:NI-0Ca-10","34627","726.264"
"4","45:NI-0Ca-15","34676","720.365"
"5","45:NI-0Ca-20","34731","715.051"
"6","45:NI-0Ca-25","34714","722.021"
"7","45:NI-0Ca-30","34759","712.323"
"8","45:NI-0Ca-35","34719","710.666"
"9","45:NI-0Ca-40","34748","718.122"
"10","45:NI-0Ca-45","34754","714.808"
"11","45:NI-0Ca-50","34767","716.465"
"12","45:NI-0Ca-55","34798","717.637"
"1","46:NI-0Ca-00","43354","807.075"
"2","46:NI-0Ca-05","43718","820.632"
"3","46:NI-0Ca-10","43871","806.347"
"4","46:NI-0Ca-15","43903","805.519"
"5","46:NI-0Ca-20","43974","809.276"
"6","46:NI-0Ca-25","43975","810.448"
"7","46:NI-0Ca-30","43971","810.247"
"8","46:NI-0Ca-35","43983","818.975"
"9","46:NI-0Ca-40","44039","815.904"
"10","46:NI-0Ca-45","44027","814.146"
"11","46:NI-0Ca-50","44028","810.489"
"12","46:NI-0Ca-55","44031","810.004"
"1","47:NI-0Ca-00","31247","675.838"
"2","47:NI-0Ca-05","31321","668.382"
"3","47:NI-0Ca-10","31385","676.867"
"4","47:NI-0Ca-15","31445","695.938"
"5","47:NI-0Ca-20","31468","668.382"
"6","47:NI-0Ca-25","31597","668.725"
"7","47:NI-0Ca-30","31592","672.039"
"8","47:NI-0Ca-35","31622","672.281"
"9","47:NI-0Ca-40","31649","670.624"
"10","47:NI-0Ca-45","31665","677.595"
"11","47:NI-0Ca-50","31666","672.624"
"12","47:NI-0Ca-55","31673","678.423"
"1","48:NI-0Ca-00","37881","754.063"
"2","48:NI-0Ca-05","37901","749.335"
"3","48:NI-0Ca-10","37885","752.406"
"4","48:NI-0Ca-15","37889","763.862"
"5","48:NI-0Ca-20","37919","746.950"
"6","48:NI-0Ca-25","37945","757.578"
"7","48:NI-0Ca-30","37887","758.306"
"8","48:NI-0Ca-35","37925","757.963"
"9","48:NI-0Ca-40","37939","755.235"
"10","48:NI-0Ca-45","37924","757.963"
"11","48:NI-0Ca-50","37942","763.377"
"12","48:NI-0Ca-55","37947","757.820"
"1","49:NI-0Ca-00","33258","702.808"
"2","49:NI-0Ca-05","33259","723.921"
"3","49:NI-0Ca-10","33245","714.950"
"4","49:NI-0Ca-15","33210","717.294"
"5","49:NI-0Ca-20","33234","714.465"
"6","49:NI-0Ca-25","33283","730.306"
"7","49:NI-0Ca-30","33320","716.021"
"8","49:NI-0Ca-35","33309","724.264"
"9","49:NI-0Ca-40","33339","723.921"
"10","49:NI-0Ca-45","33332","712.909"
"11","49:NI-0Ca-50","33357","712.808"
"12","49:NI-0Ca-55","33383","711.879"
"1","5:NI-ND-00","35714","731.820"
"2","5:NI-ND-05","35700","735.963"
"3","5:NI-ND-10","35677","728.164"
"4","5:NI-ND-15","35724","725.193"
"5","5:NI-ND-20","35733","728.749"
"6","5:NI-ND-25","35739","724.465"
"7","5:NI-ND-30","35733","737.034"
"8","5:NI-ND-35","35759","738.791"
"9","5:NI-ND-40","35766","739.862"
"10","5:NI-ND-45","35751","739.720"
"11","5:NI-ND-50","35800","731.578"
"12","5:NI-ND-55","35805","728.507"
"1","50:NI-0Ca-00","32897","694.566"
"2","50:NI-0Ca-05","32995","712.649"
"3","50:NI-0Ca-10","33890","711.436"
"4","50:NI-0Ca-15","35482","726.749"
"5","50:NI-0Ca-20","35533","723.779"
"6","50:NI-0Ca-25","35541","723.536"
"7","50:NI-0Ca-30","35600","722.365"
"8","50:NI-0Ca-35","35628","728.164"
"9","50:NI-0Ca-40","35690","725.193"
"10","50:NI-0Ca-45","35696","723.193"
"11","50:NI-0Ca-50","35722","724.950"
"12","50:NI-0Ca-55","35757","724.607"
"13","50:NI-0Ca-60","35794","725.294"
"1","51:NI-0Ca-00","33253","693.938"
"2","51:NI-0Ca-05","33134","682.139"
"3","51:NI-0Ca-10","32966","689.838"
"4","51:NI-0Ca-15","32545","685.595"
"5","51:NI-0Ca-20","32420","685.495"
"6","51:NI-0Ca-25","32460","684.181"
"7","51:NI-0Ca-30","32418","682.524"
"8","51:NI-0Ca-35","32424","680.039"
"9","51:NI-0Ca-40","32443","678.139"
"10","51:NI-0Ca-45","32476","684.423"
"11","51:NI-0Ca-50","32491","680.039"
"12","51:NI-0Ca-55","32463","683.938"
"1","52:NI-0Ca-00","36850","738.749"
"2","52:NI-0Ca-05","37019","736.021"
"3","52:NI-0Ca-10","37045","739.921"
"4","52:NI-0Ca-15","37114","747.377"
"5","52:NI-0Ca-20","37160","746.649"
"6","52:NI-0Ca-25","37186","741.921"
"7","52:NI-0Ca-30","37227","737.779"
"8","52:NI-0Ca-35","37252","748.306"
"9","52:NI-0Ca-40","37286","744.507"
"10","52:NI-0Ca-45","37320","744.649"
"11","52:NI-0Ca-50","37381","747.820"
"12","52:NI-0Ca-55","37394","741.921"
"13","52:NI-0Ca-60","37449","750.063"
"1","53:NI-0Ca-00","37038","738.264"
"2","53:NI-0Ca-05","37100","748.548"
"3","53:NI-0Ca-10","37090","736.264"
"4","53:NI-0Ca-15","37047","745.377"
"5","53:NI-0Ca-20","37034","738.850"
"6","53:NI-0Ca-25","37048","744.891"
"7","53:NI-0Ca-30","37027","746.063"
"8","53:NI-0Ca-35","37021","741.335"
"9","53:NI-0Ca-40","36986","746.063"
"10","53:NI-0Ca-45","36981","748.406"
"11","53:NI-0Ca-50","36984","747.235"
"12","53:NI-0Ca-55","36974","745.578"
"1","54:NI-0Ca-00","36806","736.021"
"2","54:NI-0Ca-05","36846","746.205"
"3","54:NI-0Ca-10","36835","751.519"
"4","54:NI-0Ca-15","36821","747.235"
"5","54:NI-0Ca-20","36771","746.649"
"6","54:NI-0Ca-25","36801","739.335"
"7","54:NI-0Ca-30","36927","742.264"
"8","54:NI-0Ca-35","37021","737.294"
"9","54:NI-0Ca-40","36927","746.063"
"10","54:NI-0Ca-45","36843","738.507"
"11","54:NI-0Ca-50","37038","745.436"
"12","54:NI-0Ca-55","37058","744.406"
"1","55:NI-0Ca-00","36384","746.891"
"2","55:NI-0Ca-05","36382","746.306"
"3","55:NI-0Ca-10","36425","752.548"
"4","55:NI-0Ca-15","36406","738.507"
"5","55:NI-0Ca-20","36451","740.507"
"6","55:NI-0Ca-25","36462","748.649"
"7","55:NI-0Ca-30","36496","737.294"
"8","55:NI-0Ca-35","36540","741.335"
"9","55:NI-0Ca-40","36561","748.891"
"10","55:NI-0Ca-45","36569","742.649"
"11","55:NI-0Ca-50","36618","744.992"
"12","55:NI-0Ca-55","36645","746.063"
"13","55:NI-0Ca-60","36686","738.850"
"1","56:NI-0Ca-00","37120","733.879"
"2","56:NI-0Ca-05","37318","736.950"
"3","56:NI-0Ca-10","37270","732.808"
"4","56:NI-0Ca-15","37263","736.950"
"5","56:NI-0Ca-20","37239","735.294"
"6","56:NI-0Ca-25","37251","740.850"
"7","56:NI-0Ca-30","37232","736.708"
"8","56:NI-0Ca-35","37234","741.092"
"9","56:NI-0Ca-40","37181","737.536"
"10","56:NI-0Ca-45","37166","736.365"
"11","56:NI-0Ca-50","37184","742.264"
"12","56:NI-0Ca-55","37144","737.536"
"13","56:NI-0Ca-60","37157","736.950"
"1","57:NI-0Ca-00","30816","668.767"
"2","57:NI-0Ca-05","30817","671.009"
"3","57:NI-0Ca-10","30832","677.394"
"4","57:NI-0Ca-15","30820","679.980"
"5","57:NI-0Ca-20","30853","677.252"
"6","57:NI-0Ca-25","30847","686.021"
"7","57:NI-0Ca-30","30836","671.838"
"8","57:NI-0Ca-35","30861","673.838"
"9","57:NI-0Ca-40","30890","673.252"
"10","57:NI-0Ca-45","30896","674.080"
"11","57:NI-0Ca-50","30884","675.495"
"12","57:NI-0Ca-55","30900","672.080"
"1","58:NI-0Ca-00","34890","725.678"
"2","58:NI-0Ca-05","34905","717.737"
"3","58:NI-0Ca-10","34925","720.708"
"4","58:NI-0Ca-15","34940","723.536"
"5","58:NI-0Ca-20","34962","723.436"
"6","58:NI-0Ca-25","34997","719.394"
"7","58:NI-0Ca-30","35005","716.808"
"8","58:NI-0Ca-35","35036","722.708"
"9","58:NI-0Ca-40","35063","727.921"
"10","58:NI-0Ca-45","35123","721.879"
"11","58:NI-0Ca-50","35077","726.507"
"12","58:NI-0Ca-55","35033","729.193"
"13","58:NI-0Ca-60","35075","724.708"
"1","59:NI-0Ca-00","35012","712.808"
"2","59:NI-0Ca-05","35291","707.595"
"3","59:NI-0Ca-10","35261","710.080"
"4","59:NI-0Ca-15","35295","708.181"
"5","59:NI-0Ca-20","35317","710.666"
"6","59:NI-0Ca-25","35317","711.737"
"7","59:NI-0Ca-30","35348","713.151"
"8","59:NI-0Ca-35","35364","711.252"
"9","59:NI-0Ca-40","35364","710.423"
"10","59:NI-0Ca-45","35354","712.080"
"11","59:NI-0Ca-50","35400","714.566"
"12","59:NI-0Ca-55","35392","716.808"
"1","6:NI-ND-00","41102","780.306"
"2","6:NI-ND-05","41044","778.063"
"3","6:NI-ND-10","41050","778.063"
"4","6:NI-ND-15","41006","774.164"
"5","6:NI-ND-20","40951","777.820"
"6","6:NI-ND-25","40977","779.477"
"7","6:NI-ND-30","40964","773.092"
"8","6:NI-ND-35","40917","774.992"
"9","6:NI-ND-40","40919","776.063"
"10","6:NI-ND-45","40908","776.649"
"11","6:NI-ND-50","40915","785.134"
"12","6:NI-ND-55","40923","781.134"
"13","6:NI-ND-60","40920","785.862"
"1","60:NI-0Ca-00","34415","716.607"
"2","60:NI-0Ca-05","34575","716.950"
"3","60:NI-0Ca-10","34631","722.264"
"4","60:NI-0Ca-15","34664","718.850"
"5","60:NI-0Ca-20","34725","712.909"
"6","60:NI-0Ca-25","34726","720.264"
"7","60:NI-0Ca-30","34791","730.306"
"8","60:NI-0Ca-35","34807","728.992"
"9","60:NI-0Ca-40","34865","726.749"
"10","60:NI-0Ca-45","34863","724.507"
"11","60:NI-0Ca-50","34924","727.578"
"12","60:NI-0Ca-55","34924","725.578"
"13","60:NI-0Ca-60","34957","726.264"
"1","61:NI-0Ca-00","36890","735.193"
"2","61:NI-0Ca-05","36782","745.720"
"3","61:NI-0Ca-10","36752","748.548"
"4","61:NI-0Ca-15","36762","744.891"
"5","61:NI-0Ca-20","36789","742.507"
"6","61:NI-0Ca-25","36798","747.134"
"7","61:NI-0Ca-30","36841","741.678"
"8","61:NI-0Ca-35","36855","744.992"
"9","61:NI-0Ca-40","36823","756.347"
"10","61:NI-0Ca-45","36874","749.477"
"11","61:NI-0Ca-50","36886","744.749"
"12","61:NI-0Ca-55","36901","749.477"
"13","61:NI-0Ca-60","36865","741.820"
"1","62:NI-0Ca-00","36912","736.021"
"2","62:NI-0Ca-05","36936","746.548"
"1","63:NI-0Ca-00","36110","737.921"
"2","63:NI-0Ca-05","36322","744.063"
"3","63:NI-0Ca-10","36465","751.034"
"4","63:NI-0Ca-15","36620","751.134"
"5","63:NI-0Ca-20","36671","755.134"
"6","63:NI-0Ca-25","36723","753.134"
"7","63:NI-0Ca-30","36768","756.791"
"8","63:NI-0Ca-35","36816","754.992"
"9","63:NI-0Ca-40","36897","746.264"
"10","63:NI-0Ca-45","36885","754.548"
"11","63:NI-0Ca-50","36984","751.820"
"12","63:NI-0Ca-55","36989","748.406"
"13","63:NI-0Ca-60","37065","750.548"
"1","64:NI-0Ca-00","38778","764.649"
"2","64:NI-0Ca-05","39054","770.791"
"3","64:NI-0Ca-10","39051","762.507"
"4","64:NI-0Ca-15","39045","767.477"
"5","64:NI-0Ca-20","39085","760.021"
"6","64:NI-0Ca-25","39092","763.678"
"7","64:NI-0Ca-30","39075","766.306"
"8","64:NI-0Ca-35","39073","765.477"
"9","64:NI-0Ca-40","39088","771.276"
"10","64:NI-0Ca-45","39118","771.134"
"11","64:NI-0Ca-50","39099","767.477"
"12","64:NI-0Ca-55","39095","764.406"
"1","65:NI-0Ca-00","31005","679.980"
"2","65:NI-0Ca-05","31106","683.637"
"3","65:NI-0Ca-10","31158","680.808"
"4","65:NI-0Ca-15","31165","681.637"
"5","65:NI-0Ca-20","31226","677.151"
"6","65:NI-0Ca-25","31254","681.637"
"7","65:NI-0Ca-30","31271","692.406"
"8","65:NI-0Ca-35","31304","681.051"
"9","65:NI-0Ca-40","31349","686.708"
"10","65:NI-0Ca-45","31381","691.678"
"11","65:NI-0Ca-50","31408","689.436"
"12","65:NI-0Ca-55","31424","684.566"
"13","65:NI-0Ca-60","31455","685.536"
"1","66:M1-0Ca-00","43708","816.531"
"2","66:M1-0Ca-05","43764","816.774"
"3","66:M1-0Ca-10","43796","818.774"
"4","66:M1-0Ca-15","43773","829.058"
"5","66:M1-0Ca-20","43749","825.259"
"6","66:M1-0Ca-25","43707","822.431"
"7","66:M1-0Ca-30","43681","824.431"
"8","66:M1-0Ca-35","43681","818.431"
"9","66:M1-0Ca-40","43707","825.159"
"10","66:M1-0Ca-45","43723","821.845"
"11","66:M1-0Ca-50","43719","823.945"
"12","66:M1-0Ca-55","43726","825.159"
"13","66:M1-0Ca-60","43713","819.016"
"1","67:M1-0Ca-00","30140","680.808"
"2","67:M1-0Ca-05","30094","672.423"
"3","67:M1-0Ca-10","30316","686.708"
"4","67:M1-0Ca-15","30414","689.193"
"5","67:M1-0Ca-20","30445","688.607"
"6","67:M1-0Ca-25","30454","683.394"
"7","67:M1-0Ca-30","30511","683.879"
"8","67:M1-0Ca-35","30528","690.607"
"9","67:M1-0Ca-40","30539","689.536"
"10","67:M1-0Ca-45","30605","696.850"
"11","67:M1-0Ca-50","30622","689.536"
"12","67:M1-0Ca-55","30611","682.566"
"1","68:M1-0Ca-00","31179","685.051"
"2","68:M1-0Ca-05","31231","699.921"
"3","68:M1-0Ca-10","31269","693.335"
"4","68:M1-0Ca-15","31255","689.536"
"5","68:M1-0Ca-20","31272","703.578"
"6","68:M1-0Ca-25","31292","707.134"
"7","68:M1-0Ca-30","31295","702.264"
"8","68:M1-0Ca-35","31309","698.992"
"9","68:M1-0Ca-40","31334","695.678"
"10","68:M1-0Ca-45","31348","694.406"
"11","68:M1-0Ca-50","31350","698.507"
"12","68:M1-0Ca-55","31369","703.477"
"1","69:M1-0Ca-00","37918","747.193"
"2","69:M1-0Ca-05","37911","755.235"
"3","69:M1-0Ca-10","37994","750.850"
"4","69:M1-0Ca-15","38070","759.134"
"5","69:M1-0Ca-20","38060","758.548"
"6","69:M1-0Ca-25","38102","755.477"
"7","69:M1-0Ca-30","38147","749.335"
"8","69:M1-0Ca-35","38185","750.021"
"9","69:M1-0Ca-40","38220","764.063"
"10","69:M1-0Ca-45","38257","753.578"
"11","69:M1-0Ca-50","38331","767.418"
"12","69:M1-0Ca-55","38376","756.891"
"13","69:M1-0Ca-60","38433","755.235"
"1","7:NI-ND-00","40776","811.075"
"2","7:NI-ND-05","40759","806.975"
"3","7:NI-ND-10","40685","815.904"
"4","7:NI-ND-15","40633","809.561"
"5","7:NI-ND-20","40694","790.791"
"6","7:NI-ND-25","40785","814.489"
"7","7:NI-ND-30","40715","808.146"
"8","7:NI-ND-35","40768","801.075"
"9","7:NI-ND-40","40721","803.904"
"10","7:NI-ND-45","40715","816.188"
"11","7:NI-ND-50","40711","811.217"
"12","7:NI-ND-55","40739","807.661"
"13","7:NI-ND-60","40831","814.188"
"1","70:M1-0Ca-00","32277","700.507"
"2","70:M1-0Ca-05","33118","709.963"
"3","70:M1-0Ca-10","33241","706.021"
"4","70:M1-0Ca-15","33251","717.034"
"5","70:M1-0Ca-20","33383","711.477"
"6","70:M1-0Ca-25","33604","726.406"
"7","70:M1-0Ca-30","33772","748.933"
"8","70:M1-0Ca-35","33926","744.891"
"9","70:M1-0Ca-40","34013","757.176"
"10","70:M1-0Ca-45","33901","743.963"
"11","70:M1-0Ca-50","33861","746.933"
"12","70:M1-0Ca-55","33818","739.377"
"13","70:M1-0Ca-60","33958","742.649"
"1","71:M1-0Ca-00","34615","726.406"
"2","71:M1-0Ca-05","34733","726.406"
"3","71:M1-0Ca-10","34815","717.779"
"4","71:M1-0Ca-15","34929","724.749"
"5","71:M1-0Ca-20","34973","733.963"
"6","71:M1-0Ca-25","35035","737.720"
"7","71:M1-0Ca-30","35046","729.720"
"8","71:M1-0Ca-35","35112","729.235"
"9","71:M1-0Ca-40","35141","722.950"
"10","71:M1-0Ca-45","35174","727.335"
"11","71:M1-0Ca-50","35181","725.092"
"12","71:M1-0Ca-55","35224","739.034"
"1","72:M1-0Ca-00","37277","744.992"
"2","72:M1-0Ca-05","37522","745.092"
"3","72:M1-0Ca-10","37523","748.406"
"4","72:M1-0Ca-15","37576","743.578"
"5","72:M1-0Ca-20","37568","745.335"
"6","72:M1-0Ca-25","37541","751.235"
"7","72:M1-0Ca-30","37537","746.992"
"8","72:M1-0Ca-35","37563","743.921"
"9","72:M1-0Ca-40","37587","752.891"
"10","72:M1-0Ca-45","37594","747.678"
"11","72:M1-0Ca-50","37596","751.335"
"12","72:M1-0Ca-55","37629","747.578"
"13","72:M1-0Ca-60","37609","752.507"
"1","73:M1-0Ca-00","37127","753.477"
"2","73:M1-0Ca-05","37188","760.548"
"3","73:M1-0Ca-10","37263","759.134"
"4","73:M1-0Ca-15","37316","756.649"
"5","73:M1-0Ca-20","37355","751.578"
"6","73:M1-0Ca-25","37396","761.963"
"7","73:M1-0Ca-30","37405","768.690"
"8","73:M1-0Ca-35","37417","757.619"
"9","73:M1-0Ca-40","37427","743.637"
"10","73:M1-0Ca-45","37454","756.891"
"11","73:M1-0Ca-50","37442","757.477"
"12","73:M1-0Ca-55","37455","762.548"
"13","73:M1-0Ca-60","37457","757.963"
"1","74:M1-0Ca-00","40705","776.548"
"2","74:M1-0Ca-05","40807","781.619"
"3","74:M1-0Ca-10","40859","785.862"
"4","74:M1-0Ca-15","40914","777.477"
"5","74:M1-0Ca-20","40989","782.306"
"6","74:M1-0Ca-25","41020","787.034"
"7","74:M1-0Ca-30","41056","787.762"
"8","74:M1-0Ca-35","41060","779.235"
"9","74:M1-0Ca-40","41059","782.205"
"10","74:M1-0Ca-45","41118","781.134"
"11","74:M1-0Ca-50","41148","788.548"
"12","74:M1-0Ca-55","41166","789.176"
"13","74:M1-0Ca-60","41221","790.105"
"1","75:M1-0Ca-00","38175","765.134"
"2","75:M1-0Ca-05","38274","767.720"
"3","75:M1-0Ca-10","38413","767.963"
"4","75:M1-0Ca-15","38425","767.134"
"5","75:M1-0Ca-20","38493","771.720"
"6","75:M1-0Ca-25","38510","771.720"
"7","75:M1-0Ca-30","38584","774.690"
"8","75:M1-0Ca-35","38674","776.247"
"9","75:M1-0Ca-40","38734","772.205"
"10","75:M1-0Ca-45","38772","774.690"
"11","75:M1-0Ca-50","38849","775.862"
"12","75:M1-0Ca-55","38949","775.377"
"13","75:M1-0Ca-60","38986","781.762"
"1","76:M1-0Ca-00","32459","687.151"
"2","76:M1-0Ca-05","32792","679.210"
